SiteID,ReferenceID,Title,BoilerText,DisplayDate,ThumbPathName,ThumbFileName,MainPathName,MainFileName
2049,221,"Gîza 7: Der Ostabschnitt des Westfriedhofs, Erster Teil","Junker, Hermann. <I>Gîza 7. Der Ostabschnitt des Westfriedhofs, </I>Erster Teil. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 72, Abhandlung 3. Vienna &amp; Leipzig: Hölder-Pichler-Tempsky, 1943.",1944,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_7.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_7.pdf
2050,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2050,227,Gîza 10: Der Friedhof südlich der Cheopspyramide: Westteil,"Junker, Hermann. <I>Gîza 10. Der Friedhof s</I><I>ü</I><I>dlich der Cheopspyramide: Westteil</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 74, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1951.",1951,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_10.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_10.pdf
2051,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2051,226,Gîza 9: Das Mittelfeld des Westfriedhofs,"Junker, Hermann. <I>Gîza 9. Das Mittelfeld des Westfriedhofs</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950.",1950,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_9.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_9.pdf
2052,78,Der Serdab in den Privatgräbern des Alten Reiches 1. Text,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 1. Text. Ph.D. Dissertation, Universität Heidelberg, 2000.",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs01.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs01.pdf
2052,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2052,226,Gîza 9: Das Mittelfeld des Westfriedhofs,"Junker, Hermann. <I>Gîza 9. Das Mittelfeld des Westfriedhofs</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950.",1950,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_9.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_9.pdf
2052,282,Der Serdab in den Privatgräbern des Alten Reiches 2. Abbildungen,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 2. Abbildungen. Ph.D. Dissertation, Universität Heidelberg, 2000.",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs02.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs02.pdf
2052,283,Der Serdab in den Privatgräbern des Alten Reiches 3. Katalog,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 3. Katalog. Ph.D. Dissertation, Universität Heidelberg, 2000.<BR><BR>",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs03.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs03.pdf
2053,78,Der Serdab in den Privatgräbern des Alten Reiches 1. Text,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 1. Text. Ph.D. Dissertation, Universität Heidelberg, 2000.",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs01.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs01.pdf
2053,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2053,227,Gîza 10: Der Friedhof südlich der Cheopspyramide: Westteil,"Junker, Hermann. <I>Gîza 10. Der Friedhof s</I><I>ü</I><I>dlich der Cheopspyramide: Westteil</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 74, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1951.",1951,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_10.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_10.pdf
2053,282,Der Serdab in den Privatgräbern des Alten Reiches 2. Abbildungen,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 2. Abbildungen. Ph.D. Dissertation, Universität Heidelberg, 2000.",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs02.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs02.pdf
2053,283,Der Serdab in den Privatgräbern des Alten Reiches 3. Katalog,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 3. Katalog. Ph.D. Dissertation, Universität Heidelberg, 2000.<BR><BR>",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs03.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs03.pdf
2054,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2054,226,Gîza 9: Das Mittelfeld des Westfriedhofs,"Junker, Hermann. <I>Gîza 9. Das Mittelfeld des Westfriedhofs</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950.",1950,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_9.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_9.pdf
2055,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2055,138,Urkunden des Alten Reichs. Erster Band,"Sethe, Kurt. <I>Urkunden des Alten Reichs. Erster Band</I>. Urkunden des Ägyptischen Altertums Abteilung 1, Hft. 1-4. Leipzig: J.C. Hinrichs'sche Buchhandlung, 1903/1933.",1933,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\sethe_urk_I\,sethe_urk_I.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\sethe_urk_I\,sethe_urk_I.pdf
2055,226,Gîza 9: Das Mittelfeld des Westfriedhofs,"Junker, Hermann. <I>Gîza 9. Das Mittelfeld des Westfriedhofs</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950.",1950,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_9.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_9.pdf
2056,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2056,213,Gîza 5: Die Mastaba des Snb (Seneb) und die umliegenden Gräber,"Junker, Hermann. <I>Gîza 5. Die Mastaba des Snb (Seneb) und die umliegenden Gräber</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 71, Abhandlung 2. Vienna &amp; Leipzig: Hölder-Pichler-Tempsky, 1941.",1941,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_5.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_5.pdf
2057,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2057,226,Gîza 9: Das Mittelfeld des Westfriedhofs,"Junker, Hermann. <I>Gîza 9. Das Mittelfeld des Westfriedhofs</I>. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1950.",1950,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_9.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_9.pdf
2058,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2058,221,"Gîza 7: Der Ostabschnitt des Westfriedhofs, Erster Teil","Junker, Hermann. <I>Gîza 7. Der Ostabschnitt des Westfriedhofs, </I>Erster Teil. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 72, Abhandlung 3. Vienna &amp; Leipzig: Hölder-Pichler-Tempsky, 1943.",1944,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_7.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_7.pdf
2059,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2059,225,"Gîza 8: Der Ostabschnitt des Westfriedhofs, Zweiter Teil","Junker, Hermann. <I>Gîza 8. Der Ostabschnitt des Westfriedhofs, </I>Zweiter Teil. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1947.",1947,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_8.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_8.pdf
2060,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2060,138,Urkunden des Alten Reichs. Erster Band,"Sethe, Kurt. <I>Urkunden des Alten Reichs. Erster Band</I>. Urkunden des Ägyptischen Altertums Abteilung 1, Hft. 1-4. Leipzig: J.C. Hinrichs'sche Buchhandlung, 1903/1933.",1933,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\sethe_urk_I\,sethe_urk_I.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\sethe_urk_I\,sethe_urk_I.pdf
2060,221,"Gîza 7: Der Ostabschnitt des Westfriedhofs, Erster Teil","Junker, Hermann. <I>Gîza 7. Der Ostabschnitt des Westfriedhofs, </I>Erster Teil. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 72, Abhandlung 3. Vienna &amp; Leipzig: Hölder-Pichler-Tempsky, 1943.",1944,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_7.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_7.pdf
2061,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2061,225,"Gîza 8: Der Ostabschnitt des Westfriedhofs, Zweiter Teil","Junker, Hermann. <I>Gîza 8. Der Ostabschnitt des Westfriedhofs, </I>Zweiter Teil. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1947.",1947,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_8.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_8.pdf
2062,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2062,225,"Gîza 8: Der Ostabschnitt des Westfriedhofs, Zweiter Teil","Junker, Hermann. <I>Gîza 8. Der Ostabschnitt des Westfriedhofs, </I>Zweiter Teil. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1947.",1947,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_8.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_8.pdf
2063,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2063,225,"Gîza 8: Der Ostabschnitt des Westfriedhofs, Zweiter Teil","Junker, Hermann. <I>Gîza 8. Der Ostabschnitt des Westfriedhofs, </I>Zweiter Teil. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1947.",1947,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_8.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_8.pdf
2064,78,Der Serdab in den Privatgräbern des Alten Reiches 1. Text,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 1. Text. Ph.D. Dissertation, Universität Heidelberg, 2000.",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs01.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs01.pdf
2064,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
2064,225,"Gîza 8: Der Ostabschnitt des Westfriedhofs, Zweiter Teil","Junker, Hermann. <I>Gîza 8. Der Ostabschnitt des Westfriedhofs, </I>Zweiter Teil. Bericht über die von der Akademie der Wissenschaften in Wien auf gemeinsame Kosten mit Dr. Wilhelm Pelizaeus unternommenen Grabungen auf dem Friedhof des Alten Reiches bei den Pyramiden von Giza. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 73, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1947.",1947,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,junker_giza_8.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,junker_giza_8.pdf
2064,280,"The Old Kingdom Art and Archaeology, pp. 325-333, ""Ideal and Reality in Old Kingdom Private Funerary Cults""","Shirai, Yayoi. ""Ideal and Reality in Old Kingdom Private Funerary Cults."" In Miroslav Bárta, ed. <I>The Old Kingdom Art and Archaeology</I>. <I>Proceedings of the Conference held in Prague, May 31-June 4, 2004.</I> Prague: Czech Institute of Egyptology, 2006, pp. 325-333.",2006,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\OKAA\,shirai_okaa_2006.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\OKAA\,shirai_okaa_2006.pdf
2064,282,Der Serdab in den Privatgräbern des Alten Reiches 2. Abbildungen,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 2. Abbildungen. Ph.D. Dissertation, Universität Heidelberg, 2000.",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs02.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs02.pdf
2064,283,Der Serdab in den Privatgräbern des Alten Reiches 3. Katalog,"Lehmann, Katja. <I>Der Serdab in den Privatgräbern des Alten Reiches</I> 3. Katalog. Ph.D. Dissertation, Universität Heidelberg, 2000.<BR><BR>",2000,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\lehmann_serdabs\,lehmann_serdabs03.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\lehmann_serdabs\,lehmann_serdabs03.pdf
2065,95,"Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings III. Memphis (Giza pages only)","Porter, Bertha, and Rosalind L.B. Moss. <I>Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings </I>3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: <I>M</I>emphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974.",1974,Y:\\images\MFA-images\Giza\GizaImage\thumbnails\library\,porter-moss_III_giza.jpg,Y:\\images\MFA-images\Giza\GizaImage\full\library\,porter-moss_III_giza.pdf
