ID,SiteName,Number,SiteSortNumber,HistoricalNotes,BibReferences,LocationNotes,Remarks,Description,Condition,Shafts,ResearchActivity,ResearcherComments,IsPublic,Active,harvardID,SiteTypeID,SiteType,ProblemsQuestions
3308,Eastern Cemetery,Bin 74,Bin       74                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3309,Eastern Cemetery,Bin 75,Bin       75                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3310,Eastern Cemetery,Bin 76,Bin       76                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3311,Eastern Cemetery,Bin 77,Bin       77                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3312,Eastern Cemetery,Bin 78,Bin       78                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3313,Eastern Cemetery,Bin 79,Bin       79                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3314,Eastern Cemetery,Bin 80,Bin       80                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3315,Eastern Cemetery,Bin 81,Bin       81                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3316,Eastern Cemetery,Bin 82,Bin       82                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3317,Eastern Cemetery,Bin 83,Bin       83                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3318,Eastern Cemetery,Bin 84,Bin       84                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3319,Eastern Cemetery,Bin 85,Bin       85                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3320,Eastern Cemetery,Bin 86,Bin       86                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3321,Eastern Cemetery,Bin 87,Bin       87                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3322,Eastern Cemetery,Bin 88,Bin       88                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3323,Eastern Cemetery,Bin 89,Bin       89                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3324,Eastern Cemetery,Bin 90,Bin       90                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3325,Eastern Cemetery,Bin 91,Bin       91                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3326,Eastern Cemetery,Bin 92,Bin       92                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3327,Eastern Cemetery,Bin 93,Bin       93                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3328,Eastern Cemetery,Bin 94,Bin       94                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3329,Eastern Cemetery,Bin 95,Bin       95                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3330,Eastern Cemetery,Bin 96,Bin       96                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3331,Eastern Cemetery,Bin 97,Bin       97                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3332,Eastern Cemetery,Bin 98,Bin       98                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3333,Eastern Cemetery,Bin 99,Bin       99                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3334,Eastern Cemetery,Bin 100,Bin      100                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3335,Eastern Cemetery,Bin 101,Bin      101                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3336,Eastern Cemetery,Bin 102,Bin      102                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3337,Eastern Cemetery,Bin 103,Bin      103                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3338,Eastern Cemetery,Bin 104,Bin      104                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3339,Eastern Cemetery,Bin 105,Bin      105                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3340,Eastern Cemetery,Bin 106,Bin      106                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3341,Eastern Cemetery,Bin 107,Bin      107                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3342,Eastern Cemetery,Bin 108,Bin      108                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3343,Eastern Cemetery,Bin 109,Bin      109                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3344,Eastern Cemetery,Bin 110,Bin      110                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3345,Eastern Cemetery,Bin 111,Bin      111                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3346,Eastern Cemetery,Bin 112,Bin      112                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3347,Eastern Cemetery,Bin 113,Bin      113                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3348,Eastern Cemetery,Bin 114,Bin      114                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3349,Eastern Cemetery,Bin 115,Bin      115                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3350,Eastern Cemetery,Bin 116,Bin      116                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3351,Eastern Cemetery,Bin 117,Bin      117                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3352,Eastern Cemetery,Bin 118,Bin      118                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3353,Eastern Cemetery,Bin 119,Bin      119                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3354,Eastern Cemetery,Bin 120,Bin      120                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3355,Eastern Cemetery,Bin 121,Bin      121                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3356,Eastern Cemetery,Bin 122,Bin      122                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3357,Eastern Cemetery,Bin 123,Bin      123                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3358,Eastern Cemetery,Bin 124,Bin      124                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3359,Eastern Cemetery,Bin 125,Bin      125                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3360,Eastern Cemetery,Bin 126,Bin      126                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3361,Eastern Cemetery,Bin 127,Bin      127                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3362,Eastern Cemetery,Bin 128,Bin      128                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3363,Eastern Cemetery,Bin 129,Bin      129                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3364,Eastern Cemetery,Bin 130,Bin      130                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3365,Eastern Cemetery,Bin 131,Bin      131                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3366,Eastern Cemetery,Bin 132,Bin      132                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3367,Eastern Cemetery,Bin 133,Bin      133                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3368,Eastern Cemetery,Bin 134,Bin      134                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3369,Eastern Cemetery,Bin 135,Bin      135                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3370,Eastern Cemetery,Bin 136,Bin      136                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3371,Eastern Cemetery,Bin 137,Bin      137                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3372,Eastern Cemetery,Bin 138,Bin      138                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3373,Eastern Cemetery,Bin 139,Bin      139                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3374,Eastern Cemetery,Bin 140,Bin      140                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3375,Eastern Cemetery,Bin 141,Bin      141                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3376,Eastern Cemetery,Bin 142,Bin      142                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3377,Eastern Cemetery,Bin 162,Bin      162                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3378,Eastern Cemetery,Bin 163,Bin      163                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3379,Eastern Cemetery,Bin 164,Bin      164                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3380,Eastern Cemetery,Bin 165,Bin      165                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3381,Eastern Cemetery,Bin 166,Bin      166                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3382,Eastern Cemetery,Bin 167,Bin      167                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3383,Eastern Cemetery,Bin 168,Bin      168                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3384,Eastern Cemetery,Bin 169,Bin      169                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3385,Eastern Cemetery,Bin 170,Bin      170                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3386,Eastern Cemetery,Bin 171,Bin      171                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3387,Eastern Cemetery,Bin 172,Bin      172                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3388,Eastern Cemetery,Bin 173,Bin      173                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3389,Eastern Cemetery,Bin 174,Bin      174                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3390,Eastern Cemetery,Bin 175,Bin      175                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3391,Eastern Cemetery,Bin 176,Bin      176                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3392,Eastern Cemetery,Bin 177,Bin      177                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3393,Eastern Cemetery,Bin 178,Bin      178                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3394,Eastern Cemetery,Bin 179,Bin      179                    ,NULL,NULL,NULL,"Bins or silos near Isis Temple probably used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3395,Eastern Cemetery,Bin 180,Bin      180                    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3396,Eastern Cemetery,Bin 183,Bin      183                    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3397,Eastern Cemetery,Bin 198,Bin      198                    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3398,Eastern Cemetery,Bin 150,Bin      150                    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3399,Eastern Cemetery,Bin 151,Bin      151                    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3400,Eastern Cemetery,Bin 152,Bin      152                    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3401,Eastern Cemetery,Bin 153,Bin      153                    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3402,Eastern Cemetery,Bin 158,Bin      158                    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3403,Eastern Cemetery,Bin 159,Bin      159                    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3404,Eastern Cemetery,G 7000 E 36,G       7000E       36          ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3405,Eastern Cemetery,G 7000 E 22,G       7000E       22          ,NULL,NULL,NULL,"This tomb is between G 7920 W and Y, but not marked on map EG010032 where it should be marked.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3406,Eastern Cemetery,G 7074,G       7074                    ,NULL,"Reisner, unpublished manuscript.  Box L 15. Description of Cemetery G 7000: Secondary Mastabas of Dyn. 5-6: Appendix P; page 51-53.,,",NULL,"Inexplicable structure built partially over and partially to east of G 7062 after abandonment of the c.b. chapel.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL
3407,Eastern Cemetery,G 7062,G       7062                    ,NULL,"Reisner, unpublished manuscript.  Box L 15. Description of Cemetery G 7000: Secondary Mastabas of Dynasty 5-6; Appendix P: page 50.,,",NULL,NULL,NULL,NULL,"G 7062 Chapel,,",NULL,NULL,1,1,NULL,1,Mud-brick mastaba,NULL
3408,Western Cemetery,G 2390,G       2390                    ,NULL,"Brovarski, Edward. The Senedjemib Complex, Part 1: The Mastabas of Senedjemib Inti (G 2370), Khnumenti (G 2374), and Senedjemib Mehi (G 2378). Giza Mastabas 7. Boston, Museum of Fine Arts, 2003, plans 2 and 3.

Brovarski, Edward. “The Senedjemib Complex at Giza: Report on the February-March 1999 Field Season of the Giza Mastabas Project.” Annales du Service des Antiquités de l'Égypte 76 (2001), pp. 67, 69.
,,",NULL,"Per Reisner, G 2390 was not assigned.  Brovarski assigns this number to a tomb that is south of sloping ramp and east of G 2381.  Shaft G 2390 A appears on plan EG000498 as unlabeled shaft B just west of shaft G 2381 A and the water trench and just south of the sloping ramp.,,",NULL,NULL,"G 2390 A,,",NULL,NULL,1,1,NULL,2,Stone-built mastaba,NULL
3411,Eastern Cemetery,Bin 143,Bin      143                    ,NULL,NULL,NULL,"Mud brick bin or silo next to upper stairs leading into G 7101 that was used to store grain.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,24,Pit,NULL
3412,Other Region,Harvard Camp,Harvard     Camp                ,NULL,"Bothmer, Bernard V. Egypt 1950: My First Visit. Oxford: Oxbow Books, 2003, xv, xvi, 11, 137, 140, 147, notes 1, 26, 27, 71.

Dunham, Dows. Recollections of an Egyptologist. Boston: Museum of Fine Arts, 1972, pp. 12-14.

Lacovara, Peter. ""A Rishi Coffin from Giza and the Development of This Type of Mummy Case."" In Zahi Hawass and Janet Richards, eds. The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor, Vol. II. Annales du Service des Antiquités de l'Égypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 33, 37, note 3.

Manuelian, Peter Der. ""On the Early History of Giza: The 'Lost' Wadi Cemetery (Giza Archives Gleanings, III)."" Journal of Egyptian Archaeology 95 (2009), pp. 107, 120, 129.

Manuelian, Peter Der. ""An Approach to Archaeological Information Management: The Giza Archives Project."" In Filip Coppens, ed. Abusir and Saqqara in the year 2001. Proceedings of the Symposium (Prague, September 25th-27th, 2001). Archiv Orientální 70, No. 3 (August 2002). Prague: Oriental Institute, Academy of Sciences of the Czech Republic, pp. 321, 331, pl. 6. 

Manuelian, Peter Der. ""A Race against Time in the Shadow of the Pyramids. The Museum of Fine Arts, Boston and the Giza Necropolis, 1902-1990."" KMT 1, No. 4 (1990-91), pp. 13, 18.

Smith, William Stevenson. ""Harvard Camp, The Earliest American Archaeological Center in Egypt."" Archaeology 2 (1949), pp. 194–195.
,,",NULL,"This is the complex of buildings used by George Reisner as 1) his family's living area, 2) workmen's living area, 3) object storage, and 4) staging area for objects arriving from various tombs.,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL
3413,Eastern Cemetery,G 7600 U,G       7600U                   ,NULL,NULL,NULL,NULL,NULL,NULL,"G 7600 U,,",NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
3414,Menkaure Quarry Cemetery,MQ 201,MQ       201                    ,NULL,NULL,NULL,NULL,NULL,NULL,"MQ 201 A,,",NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
3415,Menkaure Quarry Cemetery,MQ 6,MQ         6                    ,NULL,NULL,NULL,NULL,NULL,NULL,"MQ 6 A, MQ 6 B,,",NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
3416,Menkaure Quarry Cemetery,MQ 126,MQ       126                    ,NULL,NULL,NULL,NULL,NULL,NULL,"MQ 126 A, MQ 126 B,,",NULL,NULL,1,1,NULL,10,Rock-cut tomb,NULL
3417,Eastern Cemetery,G 7300 X,G       7300X                   ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
3418,G I-South Cemetery,Nebty,Nebty                           ,NULL,"Junker, Hermann. Gîza 10. Der Friedhof südlich der Cheopspyramide: Westteil. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 74, Abhandlung 1. Vienna: Rudolph M. Rohrer, 1951, p. 148, fig. 54.

Junker, Hermann. Gîza 11. Der Friedhof südlich der Cheopspyramide: Ostteil. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 74, Abhandlung 2. Vienna: Rudolph M. Rohrer, 1953, p. 148, figs. 52, 54, plan 1 of 2 after p. 211.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 218, plan 19.
,,",NULL,"Drum lintel of Nebty found by Junker built into floor of later mastaba east of Iymery [I]. Although this unnumbered mastaba has been designated by her name, Nebty is probably not the owner since the drum lintel inscribed for her was reused in the tomb. ,,",NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL
3419,Western Cemetery,S 2065,S       2065                    ,NULL,"Junker, Hermann. Gîza 6. Die Mastabas des Nfr (Nefer), Kdfjj (Kedfi), Kahjf (Kahjef) und die westlich anschließenden Grabanlagen. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 72, Abhandlung 1. Vienna & Leipzig: Hölder-Pichler-Tempsky, 1943, pp. 78-80, fig. 19, plan after p. 273.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, p. 137, plan 15.
,,",NULL,"Shaft built against east wall of G 4760 near southern end.
Late Old Kingdom false-door reused to cover shaft S 2065.  This could also be called S 2065/2083.  Drawn but not labeled on plan EG019920.,,",NULL,NULL,"S 2065,,",NULL,NULL,1,1,NULL,5,Shafts only (no superstructure),NULL
3420,Western Cemetery,S 4438,S       4438                    ,NULL,"Junker, Hermann. Gîza 5. Die Mastaba des Snb (Seneb) und die umliegenden Gräber. Akademie der Wissenschaften in Wien Philosophisch-historische Klasse Denkschriften 71, Abhandlung 2. Vienna & Leipzig: Hölder-Pichler-Tempsky, 1941. pp. 180-182, fig. 55, plan after p. 213.

Porter, Bertha, and Rosalind L.B. Moss. Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs, and Paintings 3: Memphis (Abû Rawâsh to Dahshûr). Oxford: The Clarendon Press, 1931. 2nd edition. 3: Memphis, Part 1 (Abû Rawâsh to Abûsîr), revised and augmented by Jaromír Málek. Oxford: The Clarendon Press, 1974, plan 13 (drawn but not labeled).
,,",NULL,"Junker calls this S 4438 in the text and  S 4437 on fig. 55 and on the plan.  Mastaba is drawn but not labeled on Porter-Moss III plan XIII west of mastaba Sinekhen.,,",NULL,NULL,"S 4423; S 4436; S 4437; S 4438; serdab; chapel,,",NULL,NULL,1,1,NULL,1,Mud-brick mastaba,NULL
