ID,Title,Notes,BoilerText,DisplayDate,YearPublished,Format,Language,NumOfPages,Journal,Series
471,"Göttinger Miszellen 158 (1997), pp. 15-32, ""Gab es Kronprinzen in der 4. Dynastie?""",Gab es Kronprinzen in der 4. Dynastie?,"Jánosi, Peter. ""Gab es Kronprinzen in der 4. Dynastie?"" <I>Göttinger Miszellen</I> 158 (1997), pp. 15-32.",1997,1997,Journal Article,GERMAN,18,Göttinger Miszellen,
472,"Zeitschrift für Ägyptische Sprache und Altertumskunde 123 (1996), pp. 46-62, ""Die Grabanlagen der Königin Hetepheres II""",Die Grabanlagen der Konigin Hetepheres II,"Jánosi, Peter. ""Die Grabanlagen der Königin Hetepheres II."" <I>Zeitschrift für Ägyptische Sprache und Altertumskunde</I> 123 (1996), pp. 46-62.<BR>",1996,1996,Journal Article,GERMAN,17,Zeitschrift für Ägyptische Sprache und Altertumskunde,
473,"The Intellectual Heritage of Egypt, pp. 301-308, ""Das Pyramidion der Pyramide G III-a.  Bemerkungen zu den Pyramidenspitzen des Alten Reiches""",Das Pyramidion der Pyramide G III-a.&nbsp;Bemerkungen zu den Pyramidenspitzen des Alten Reiches,"Jánosi, Peter. ""Das Pyramidion der Pyramide G III-a. Bemerkungen zu den Pyramidenspitzen des Alten Reiches."" <I>The Intellectual Heritage of Egypt. Studies presented to László Kákosy by Friends and Colleagues on the Occasion of his 60th Birthday</I>. Studia Aegyptiaca XIV. Budapest, 1992, pp. 301-308.<BR>",1992,1992,Article,GERMAN,10,NULL,Studia Aegyptiaca
474,"Wiener Zeitschrift für die Kunde des Morgenlandes 83 (1993), pp. 255-259, ""Review of 'Die Mastabas westlich der Cheopspyramide, Munchner Agyptologische Untersuchungen 21 (Frankfort am Mainz, 1991)'""","Review of Die Mastabas Westlich der Cheopspyramide, Munchner Agyptologische Untersuchungen 21 (Frankfort am Mainz, 1991)","Jánosi, Peter. ""Review of '<I>Die Mastabas westlich der Cheopspyramide, </I>Munchner Agyptologische Untersuchungen 21 (Frankfort am Mainz, 1991)'."" <I>Wiener Zeitschrift für die Kunde des Morgenlandes </I>83 (1993), pp. 255-259.",1993,1993,Review,GERMAN,5,Wiener Zeitschrift für die Kunde des Morgenlandes,
475,"The Archaeology and Art of Ancient Egypt, Vol. I, pp. 291-308, ""The Mastabas of Ankh-haf (G 7510) and Akhethetep and Meretites (G 7650) in the Eastern Cemetery at Giza: A Reassessment""",The Mastabas of Ankh-haf (G 7510) and Akhethetep and Meretites (G 7650) in the Eastern Cemetery at Giza: A Reassessment,"Flentye, Laurel. ""The Mastabas of Ankh-haf (G 7510) and Akhethetep and Meretites (G 7650) in the Eastern Cemetery at Giza: A Reassessment."" In Zahi Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. I. Annales du Service des Antiquités de l'Égypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 291-308.<BR>",2007,2007,Article,ENGLISH,18,NULL,Annales du Service des Antiquités de l'Égypte
476,"The Archaeology and Art of Ancient Egypt, Vol. I, pp. 379-397, ""The Discovery of the Osiris Shaft at Giza""",The Discovery of the Osiris Shaft at Giza,"Hawass, Zahi. ""The Discovery of the Osiris Shaft at Giza."" In Zahi Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. I. Annales du Service des Antiquités de l'Égypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 379-397.",2007,2007,Article,ENGLISH,19,NULL,Annales du Service des Antiquités de l'Égypte
477,"The Archaeology and Art of Ancient Egypt, Vol. II, pp. 33-38, ""A Rishi Coffin from Giza and the Development of This Type of Mummy Case""",A Rishi Coffin from Giza and the Development of This Type of Mummy Case,"Lacovara, Peter. ""A Rishi Coffin from Giza and the Development of This Type of Mummy Case."" In Zahi Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. II. Annales du Service des Antiquités de l'Égypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 33-38.",2007,2007,Article,ENGLISH,6,NULL,Annales du Service des Antiquités de l'Égypte
478,"The Archaeology and Art of Ancient Egypt, Vol. II, pp. 59-81, ""Beds for Bowabs in a Pyramid City""",Beds for Bowabs in a Pyramid City,"Lehner, Mark. ""Beds for Bowabs in a Pyramid City."" In Zahi Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. II. Annales du Service des Antiquités de l'Égypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 59-81.",2007,2007,Article,ENGLISH,23,NULL,Annales du Service des Antiquités de l'Égypte
479,"The Archaeology and Art of Ancient Egypt, Vol. II, pp. 191-205, ""The Scheme 2 x 4 in the Decoration of Old Kingdom Tombs""",The Scheme 2 x 4 in the Decoration of Old Kingdom Tombs,"Mysliwiec, Karol. ""The Scheme 2 x 4 in the Decoration of Old Kingdom Tombs."" In Zahi Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. II. Annales du Service des Antiquités de l'Égypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 191-205.",2007,2007,Article,ENGLISH,15,NULL,Annales du Service des Antiquités de l'Égypte
480,"The Archaeology and Art of Ancient Egypt, Vol. II, pp. 369-380, ""'Water Carrier' or the Like in the Ancient Egyptian Sources and Its Resemblance to Dilmun Glyptic Art""",Water Carrier or the Like in the Ancient Egyptian Sources and Its Resemblance to Dilmun Glyptic Art,"Shaheen, Alaa el-din M. ""'Water Carrier' or the Like in the Ancient Egyptian Sources and Its Resemblance to Dilmun Glyptic Art."" In Zahi Hawass and Janet Richards, eds. <I>The Archaeology and Art of Ancient Egypt. Essays in Honor of David B. O'Connor</I>, Vol. II. Annales du Service des Antiquités de l'Égypte, Cahier no. 36. Cairo: Supreme Council of Antiquities, 2007, pp. 369-380.",2007,2007,Article,ENGLISH,12,NULL,Annales du Service des Antiquités de l'Égypte
481,"Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo 53 (1997), pp. 1-22, ""The Tomb of Queen Khamerernebty II at Giza""",The Tomb of Queen Khamerernebty II at Giza,"Callender, Vivienne G. and Peter Jánosi. ""The Tomb of Queen Khamerernebty II at Giza."" <I>Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo</I> 53 (1997), pp. 1-22.<BR>",1997,1997,Journal Article,ENGLISH,23,Mitteilungen des Deutschen Archäologischen Instituts Abteilung Kairo,
482,"The Followers of Horus, pp. 327-336, ""A Burial with an Unusual Plaster Mask in the Western Cemetery of Khufu's Pyramid""",A Burial with an Unusual Plaster Mask in the Western Cemetery of Khufu's Pyramid,"Hawass, Zahi. ""A Burial with an Unusual Plaster Mask in the Western Cemetery of Khufu's Pyramid."" In Renée Friedman and Barbara Adams, eds. <I>The Followers of Horus. Studies dedicated to Michael Allen Hoffman 1944-1990</I>. Egyptian Studies Association Publication No. 2. Oxbow Monograph 20. Oxford: Oxbow Books, 1992, pp. 327-336.<BR>",1992,1992,Article,ENGLISH,10,NULL,Egyptian Studies Association Publication
483,"Études sur l'Ancien Empire et la nécropole de Saqqâra dédiées à Jean-Philippe Lauer, pp. 245-256, ""The Discovery of the Harbors of Khufu and Khafre at Giza""",The Discovery of the Harbors of Khufu and Khafre at Giza,"Hawass, Zahi. ""The Discovery of the Harbors of Khufu and Khafre at Gîza."" In Catherine Berger and Bernard Mathieu, eds. <I>Études sur l'Ancien Empire et la nécropole de Saqqâra dédiées à Jean-Philippe Lauer</I>. Orientalia Monspeliensia IX. Montpellier: Université Paul Valéry, 1997, pp. 245-256.<BR><BR>",1997,1997,Article,ENGLISH,12,NULL,Orientalia Monspeliensia
484,"Egyptian Art in the Age of the Pyramids, pp. 50-55, ""Royal Statuary""",Royal Statuary,"Grzymski, Krzysztof. ""Royal Statuary."" In <I>Egyptian Art in the Age of the Pyramids</I>. New York: The Metropolitan Museum of Art, 1999, pp. 50-55.",1999,1999,Exhibition Catalogue,ENGLISH,6,NULL,NULL
485,"Mélanges Gamal Eddin Mokhtar, vol. I, pp. 379-394, ""The Khufu Statuette: Is it an Old Kingdom Sculpture?""",The Khufu Statuette: Is it an Old Kingdom Sculpture?,"Hawass, Zahi. ""The Khufu Statuette: Is it an Old Kingdom Sculpture?"" In Paule Posener-Kriéger, ed. <I>Mélanges Gamal Eddin Mokhtar</I>, vol. I. Cairo: Institut Français d'Archéologie Orientale, 1985, pp. 379-394.<BR>",1985,1985,Article,ENGLISH,19,NULL,NULL
486,"Stationen. Beiträge zur Kulturgeschichte Ägyptens, pp. 53-62, ""Pyramid Construction. New Evidence Discovered at Giza""",Pyramid Construction. New Evidence Discovered at Giza,"Hawass, Zahi. ""Pyramid Construction. New Evidence Discovered at Giza."" In Heike Guksch and Daniel Polz, eds. <I>Stationen. Beiträge zur Kulturgeschichte Ägyptens Rainer Stadelmann gewidmet</I>, Mainz: Philipp von Zabern, 1998, pp. 53-62.<BR>",1998,1998,Article,ENGLISH,14,NULL,NULL
488,"Journal of Egyptian Archaeology 94 (2008), pp. 288-293, ""Embalming caches""",Embalming Caches,"Eaton-Krauss, Marianne. ""Embalming caches."" <I>Journal of Egyptian Archaeology </I>94 (2008), pp. 288-293.<BR><BR>",2008,2008,Journal Article,ENGLISH,6,Journal of Egyptian Archaeology,
489,"Journal of Egyptian Archaeology 78 (1992), pp. 113-147, ""The PsS-kf and the 'Opening of the Mouth' Ceremony: A Ritual of Birth and Rebirth""",The PsS-kf and the Opening of the Mouth Ceremony: A Ritual of Birth and Rebirth,"Roth, Ann Macy. ""The PsS-kf and the 'Opening of the Mouth' Ceremony: A Ritual of Birth and Rebirth."" <I>Journal of Egyptian Archaeology </I>78 (1992), pp. 113-147.<BR>",1992,1992,Journal Article,ENGLISH,35,Journal of Egyptian Archaeology,
490,"Journal of Egyptian Archaeology 93 (2007), pp. 117-136, ""A New Old Kingdom Inscription from Giza (CGC 57163), and the Problem of sn-Dt in Pharaonic Third Millennium Society""","A New Old Kingdom Inscription from Giza (CGC 57163), and the Problem of sn-Dt in Pharaonic Third Millennium Society","Moreno García, Juan Carlos. ""A New Old Kingdom Inscription from Giza (CGC 57163), and the Problem of sn-Dt in Pharaonic Third Millennium Society."" <I>Journal of Egyptian Archaeology</I> 93 (2007), pp. 117-136.<BR>",2007,2007,Journal Article,ENGLISH,20,Journal of Egyptian Archaeology,
491,"Journal of the American Research Center in Egypt 42 (2005-6), pp. 1-12, ""Explaining the Shafts in Khufu's Pyramid at Giza""",Explaining the Shafts in Khufu's Pyramid at Giza,"Sakovich, Anthony P. ""Explaining the Shafts in Khufu's Pyramid at Giza."" <I>Journal of the American Research Center in Egypt </I>42 (2005-6), pp. 1-12.",2005-6,2006,Journal Article,ENGLISH,12,Journal of the American Research Center in Egypt,
492,Giza. Ausgrabungen im Friedhof der Cheopspyramide von Georg Steindorff,Giza. Ausgrabungen im Friedhof der Cheopspyramide von Georg Steindorff,"Spiekermann, Antje and Friederike Kampp-Seyfried. <I>Giza. Ausgrabungen im Friedhof der Cheopspyramide von Georg Steindorff</I>. Ägyptisches Museum, Kleine Schriften des Ägyptischen Museums der Universität Leipzig, Band 6. Leipzig: Ägyptisches Museum, 2003.",2003,2003,Book,GERMAN,NULL,NULL,Kleine Schriften des Ägyptischen Museums der Universität Leipzig
493,"Journal of Egyptian Archaeology 70 (1984), p. 145, ""Encore Ro-setaou""",Encore Ro-setaou,"Zivie, Christiane M. ""Encore Ro-setaou."" <I>Journal of Egyptian Archaeology </I>70 (1984), p. 145.",1984,1984,Journal Article,FRENCH,1,Journal of Egyptian Archaeology,
495,"American Journal of Archaeology 75 (1971), pp. 1-26, ""The Dark Ages in History. I. The First Dark Age in Egypt""",The Dark Ages in History. I. The First Dark Age in Egypt,"Bell, Barbara. ""The Dark Ages in History. I. The First Dark Age in Egypt."" <I>American Journal of Archaeology </I>75 (1971), pp. 1-26.",1971,1971,Journal Article,ENGLISH,26,American Journal of Archaeology,
496,"Journal of Egyptian Archaeology 64 (1978), p. 128, ""The Tura Caves""",The Tura Caves,"Charlton, Nial. ""The Tura Caves."" <I>Journal of Egyptian Archaeology</I> 64 (1978), p. 128.",1978,1978,Journal Article,ENGLISH,1,Journal of Egyptian Archaeology,
497,"Journal of Egyptian Archaeology 84 (1998), pp. 57-69, ""Trois Seshemnefer et Trente-Six Domaines""",Trois Seshemnefer et Trente-Six Domaines,"Delvaux, Luc and Eugène Warmenbol. ""Trois Seshemnefer et Trente-Six Domaines."" <I>Journal of Egyptian Archaeology </I>84 (1998), pp. 57-69.",1998,1998,Journal Article,FRENCH,14,Journal of Egyptian Archaeology,
498,"Journal of Egyptian Archaeology 73 (1987), pp. 202-206, ""Ein Käfig für einen Gefangenen in einem Ritual zur Vernichtung von Feinden""",Ein Kafig fur einen Gefangenen in einem Ritual zur Vernichtung von Feinden,"Grimm, Alfred. ""Ein Käfig für einen Gefangenen in einem Ritual zur Vernichtung von Feinden."" <I>Journal of Egyptian Archaeology </I>73 (1987), pp. 202-206.",1987,1987,Journal Article,GERMAN,8,Journal of Egyptian Archaeology,
501,"Journal of Near Eastern Studies 45 (1986), pp. 1-18, ""An Essay in Document Transmission: Nj-kA-anx and the Earliest Hrjw rnpt""",An Essay in Document Transmission: Nj-kA-anx and the Earliest Hrjw rnpt,"Manuelian, Peter Der. ""An Essay in Document Transmission: Nj-kA-anx and the Earliest Hrjw rnpt."" <I>Journal of Near Eastern Studies </I>45, no. 1 (1986), pp. 1-18.",1986,1986,Journal Article,ENGLISH,18,Journal of Near Eastern Studies,
502,"Journal of Egyptian Archaeology 79 (1993), pp. 57-79, ""Fingers, Stars, and the 'Opening of the Mouth': the Nature and Function of the nTrwj-blades""","Fingers, Stars, and the Opening of the Mouth: the Nature and Function of the nTrwj-blades","Roth, Ann Macy. ""Fingers, Stars, and the 'Opening of the Mouth': the Nature and Function of the nTrwj-blades."" <I>Journal of Egyptian Archaeology </I>79 (1993), pp. 57-79.",1993,1993,Journal Article,ENGLISH,23,Journal of Egyptian Archaeology,
503,"Festschrift Arne Eggebrecht zum 65. Geburtstag am 12. März 2000, pp. 107-115 , ""Grammar of Egyptian Statuary: The Old Kingdom""",Grammar of Egyptian Statuary: The Old Kingdom,"Simpson, William Kelly. ""Grammar of Egyptian Statuary: The Old Kingdom."" In Bettina Schmitz, ed. <I>Festschrift Arne Eggebrecht zum 65. Geburtstag am 12. März 2000. </I>Hildesheimer Ägyptologische Beiträge 48. Hildesheim: Gerstenberg Verlag, 2002, pp. 107-115.",2002,2002,Article,ENGLISH,9,NULL,Hildesheimer Ägyptologische Beiträge
504,"Studien zur Altägyptischen Kultur 25 (1998), pp. 341-351, ""Über die relative Größe der Darstellungen des Grabherrn im Alten Reich""",Uber die relative Grosse der Darstellungen des Grabherrn im Alten Reich,"Vasiljevic, Vera. ""Über die relative Größe der Darstellungen des Grabherrn im Alten Reich."" <I>Studien zur Altägyptischen Kultur </I>25 (1998), pp. 341-351.",1998,1998,Journal Article,GERMAN,11,Studien zur Altägyptischen Kultur,
505,"Mélanges offerts à Edith Varga, pp. 65-80, ""Osiris in the Fourth Dynasty Again? The False Door of Jntj, MFA 31.781""","Osiris in the Fourth Dynasty Again? The False Door of Jntj, MFA 31.781","Bolshakov, Andrey. ""Osiris in the Fourth Dynasty Again? The False Door of Jntj, MFA 31.781."" In Hedvig Györy, ed. <I>Mélanges offerts à Edith Varga. </I>Bulletin du Musée Hongrois des Beaux-Arts Supplément-2001, Budapest: Musée Hongrois des Beaux-Arts, 2001, pp. 65-80.",2001,2001,Article,ENGLISH,16,NULL,NULL
506,"Gold of Praise, pp. 27-54, ""Inventory Offering Lists and the Nomenclature for Boxes and Chests in the Old Kingdom""",Inventory Offering Lists and the Nomenclature for Boxes and Chests in the Old Kingdom,"Brovarski, Edward. ""Inventory Offering Lists and the Nomenclature for Boxes and Chests in the Old Kingdom."" In Emily Teeter and John A. Larson, eds. <I>Gold of Praise. Studies on Ancient Egypt in Honor of Edward F. Wente. </I>Studies in Ancient Oriental Civilization 58. Chicago: The Oriental Institute of the University of Chicago, 1999, pp. 27-54.<BR>",1999,1999,Article,ENGLISH,28,NULL,Studies in Ancient Oriental Civilization
507,"L'Égyptologie en 1979, pp. 115-121, ""The Senedjemib Complex at Giza: An Interim Report""",The Senedjemib Complex at Giza: An Interim Report,"Brovarski, Edward. ""The Senedjemib Complex at Giza: An Interim Report."" <I>L'Égyptologie en 1979. Axes prioritaires de recherches</I>, tome II. Colloques Internationaux du Centre National de la Recherche Scientifique No. 595. Paris: Éditions du Centre National de la Recherche Scientifique, 1982, pp. 115-121.<BR>",1982,1982,Article,ENGLISH,7,NULL,Colloques Internationaux du Centre National de la Recherche Scientifique
508,"Warsaw Egyptological Studies I, pp. 261-273, ""A Triad for Pehenptah""",A Triad for Pehenptah,"Brovarski, Edward. ""A Triad for Pehenptah."" <I>Warsaw Egyptological Studies I. Essays in honour of Prof. Dr. Jadwiga Lipinska.</I> Warsaw: National Museum ""Pro-Egipt,"" 1997, pp. 261-273.<BR>",1997,1997,Article,ENGLISH,17,NULL,Warsaw Egyptological Studies
509,"Proceedings of the Ninth International Congress of Egyptologists, pp. 721-735, ""The Development of Art in the Eastern and GIS Cemeteries at Giza during the Fourth Dynasty: Iconography and Style""",The Development of Art in the Eastern and GIS Cemeteries at Giza during the Fourth Dynasty: Iconography and Style,"Flentye, Laurel. ""The Development of Art in the Eastern and GIS Cemeteries at Giza during the Fourth Dynasty: Iconography and Style."" In Jean-Claude Goyon and Christine Cardin, eds. <I>Proceedings of the Ninth International Congress of Egyptologists, Grenoble, 6-12 septembre 2004</I>, vol. I<I>.</I> Orientalia Lovaniensia Analecta 150. Leuven: Uitgeveru Peeters en Departement Oosterse Studies, 2007, pp. 721-735.<BR>",2007,2007,Article,ENGLISH,15,NULL,Orientalia Lovaniensia Analecta
510,"Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo 47 (1991), pp. 157-162, ""The Statue of the Dwarf Pr-n(j)-anx(w) Recently Discovered at Giza""",The Statue of the Dwarf Pr-n(j)-anx(w) Recently Discovered at Giza,"Hawass, Zahi. ""The Statue of the Dwarf Pr-n(j)-anx(w) Recently Discovered at Giza."" <I>Festschrift für Werner Kaiser. Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo</I> 47 (1991), pp. 157-162.",1991,1991,Journal Article,ENGLISH,9,Mitteilungen des Deutschen Archäologischen Instituts Abteilung Kairo,
511,"Egyptian Art in the Age of the Pyramids, pp. 26-39, ""The Tombs of Officials. Houses of Eternity""",The Tombs of Officials. Houses of Eternity,"Jánosi, Peter. ""The Tombs of Officials. Houses of Eternity."" In <I>Egyptian Art in the Age of the Pyramids</I>. New York: The Metropolitan Museum of Art, 1999, pp. 26-39.",1999,1999,Exhibition Catalogue,ENGLISH,14,NULL,NULL
512,Giza Plateau Mapping Project Season 2005 Preliminary Report,Giza Plateau Mapping Project 2005 Preliminary Report,"Lehner, Mark, Mohsen Kamel and Ana Tavares. <I>Giza Plateau Mapping Project. Season 2005 Preliminary Report. </I>Giza Occasional Papers 2. Cairo: Ancient Egypt Research Associates, 2006.",2006,2006,Book,ENGLISH,NULL,NULL,Giza Occasional Papers
513,"Egyptian Art in the Age of the Pyramids, pp. 138-153, ""Excavating the Old Kingdom. The Giza Necropolis and Other Mastaba Fields""",Excavating the Old Kingdom. The Giza Necropolis and Other Mastaba Fields,"Manuelian, Peter Der. ""Excavating the Old Kingdom. The Giza Necropolis and Other Mastaba Fields."" In <I>Egyptian Art in the Age of the Pyramids</I>. New York: The Metropolitan Museum of Art, 1999, pp. 138-153.",1999,1999,Exhibition Catalogue,ENGLISH,16,NULL,NULL
514,"Aeragram 9, No. 1 (Spring 2008)","Aeragram 09, No. 01","Lehner, Mark. <I>Aeragram</I> 9, No. 1 (Spring 2008).",Spring 2008,2008,Bulletin,ENGLISH,NULL,NULL,Aeragram
515,"Göttinger Miszellen 164 (1998), pp. 7-14, ""The Tombs of Khamerernebty I and II at Giza""",The Tombs of Khamerernebty I and II at Giza,"Baud, Michel. ""The Tombs of Khamerernebty I and II at Giza."" <I>Göttinger Miszellen</I> 164 (1998), pp. 7-14.",1998,1998,Journal Article,ENGLISH,8,Göttinger Miszellen,
516,"Göttinger Miszellen 139 (1994), pp. 9-32, ""Hinting as a Method of Old Kingdom Tomb Decoration I. The Offering-Stone and the False Door of the Dwarf Snb""",Hinting as a Method of Old Kingdom Tomb Decoration I. The Offering-Stone and the False Door of the Dwarf Snb,"Bolshakov, Andrey. ""Hinting as a Method of Old Kingdom Tomb Decoration I. The Offering-Stone and the False Door of the Dwarf Snb."" G<I>öttinger Miszellen</I> 139 (1994), pp. 9-32.",1994,1994,Journal Article,ENGLISH,24,Göttinger Miszellen,
517,"Chronique d'Égypte 67 (1992), pp. 203-210, ""Princess Hm.t-ra(w): The First Mention of Osiris?""",Princess Hm.t-ra(w): The First Mention of Osiris?,"Bolshakov, Andrey. ""Princess Hm.t-ra(w): The First Mention of Osiris?"" <EM>Chronique d'Égypte</EM> 67 (1992), pp. 203-210.",1992,1992,Journal Article,ENGLISH,8,Chronique d'Égypte,
518,"Annales du Service des Antiquités de l'Égypte 71 (1987), pp. 27-52, ""Two Old Kingdom Writing Boards from Giza""",Two Old Kingdom Writing Boards from Giza,"Brovarski, Edward. ""Two Old Kingdom Writing Boards from Giza."" <I>Annales du Service des Antiquités de l'Égypte </I>71 (1987), pp. 27-52.",1987,1987,Journal Article,ENGLISH,28,Annales du Service des Antiquités de l'Égypte,
519,"Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo 47 (1991), pp. 127-133, ""An Invocatory Offering Basin of the Old Kingdom""",An Invocatory Offering Basin of the Old Kingdom,"Fischer, Henry G. ""An Invocatory Offering Basin of the Old Kingdom."" <I>Festschrift für Werner Kaiser. Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo</I> 47 (1991), pp. 127-133.",1991,1991,Journal Article,ENGLISH,7,Mitteilungen des Deutschen Archäologischen Instituts Abteilung Kairo,
520,"Sesto Congresso Internazionale di Egittologia. Atti, Volume II, pp. 177-195, ""The Great Sphinx at Giza: Date and Function""",The Great Sphinx at Giza: Date and Function,"Hawass, Zahi. ""The Great Sphinx at Giza: Date and Function."" In Gian Maria Zaccone and Tomaso Ricardi di Netro (eds.) <I>Sesto Congresso Internazionale di Egittologia.</I> Atti, Volume II. Turin, 1993, pp. 177-195.",1993,1993,Article,ENGLISH,19,NULL,NULL
521,"Sesto Congresso Internazionale di Egittologia. Atti, Volume I, pp. 241-242, ""Recent Discoveries at Giza Plateau""",Recent Discoveries at Giza Platea,"Hawass, Zahi. ""Recent Discoveries at Giza Plateau."" In Gian Maria Zaccone and Tomaso Ricardi di Netro (eds.) <I>Sesto Congresso Internazionale di Egittologia. </I>Atti, Volume I. Turin, 1993, pp. 241-242.",1993,1993,Article,ENGLISH,2,NULL,NULL
522,"KMT 8, no. 2 (Summer 1997), pp. 16-25, ""Zahi Hawass talks to KMT about matters on the Giza Plateau (Interview)""",Zahi Hawass talks to KMT about matters on the Giza Plateau (Interview),"Hawass, Zahi. ""Zahi Hawass talks to KMT about matters on the Giza Plateau (Interview)."" <I>KMT</I> 8, no. 2 (Summer 1997), pp. 16-25.<BR>",Summer 1997,1997,Magazine,ENGLISH,10,KMT,
523,"Sesto Congresso Internazionale di Egittologia. Atti, Volume I, pp. 243-247, ""The Sphinx temple""",The Sphinx Temple,"Heick-Hansen, Bent. ""The Sphinx temple."" In Gian Maria Zaccone and Tomaso Ricardi di Netro (eds.) <I>Sesto Congresso Internazionale di Egittologia. </I>Atti, Volume I. Turin, 1993, pp. 243-247.",1993,1993,Article,ENGLISH,5,NULL,NULL
524,"Sesto Congresso Internazionale di Egittologia. Atti, Volume I, pp. 259-263, ""L'""inachevé"" à la salle souterraine de la pyramide de Kheops""",Linacheve&nbsp;a la salle souterraine de la pyramide de Kheops,"Hery, François-Xavier. ""L'""inachevé"" à la salle souterraine de la pyramide de Kheops."" <I>Sesto Congresso Internazionale di Egittologia.</I> Atti, Volume I. Turin, 1993, pp. 259-263.",1993,1993,Article,FRENCH,5,NULL,NULL
525,"Timelines. Studies in Honour of Manfred Bietak, vol. I, pp. 157-162, ""Grab oder Wohnanlage?  Die Mastaba 'C' im Central Field""",Grab oder Wohnanlage?&nbsp;Die Mastaba 'C' im Central Field,"Jánosi, Peter. ""Grab oder Wohnanlage? Die Mastaba 'C' im Central Field."" In Ernst Czerny, Irmgard Hein, Hermann Hunger, Dagmar Melman and Angela Schwab (eds.) <I>Timelines. Studies in Honour of Manfred Bietak</I>, vol. I. Orientalia Lovaniensia Analecta 149. Leuven: Peeters Publishers, 2006, pp. 157-162.<BR>",2006,2006,Article,GERMAN,6,NULL,Orientalia Lovaniensia Analecta
526,"Göttinger Miszellen 166 (1998), pp. 77-90, ""Some Remarks on Two Mycerinus Group Statues""",Some Remarks on Two Mycerinus Group Statues,"Rzepka, Slawomir. ""Some Remarks on Two Mycerinus Group Statues."" <I>Göttinger Miszellen</I> 166 (1998), pp. 77-90.",1998,1998,Journal Article,ENGLISH,14,Göttinger Miszellen,
527,"Göttinger Miszellen 188 (2002), pp. 21-48, ""anx-wD.s: St. Petersburg-Cambridge""",Anx-wD.s: St. Petersburg-Cambridge,"Bolshakov, Andrey. ""anx-wD.s: St. Petersburg-Cambridge."" <I>Göttinger Miszellen </I>188 (2002), pp. 21-48.",2002,2002,Journal Article,ENGLISH,28,Göttinger Miszellen,
528,"Bulletin de l'Institut Français d'Archéologie Orientale 95 (1995), pp. 11-21, ""La tombe de la reine-mère xa-mrr-Nbtj Ire""",La tombe de la reine-mere xa-mrr-Nbtj Ire,"Baud, Michel. ""La tombe de la reine-mère xa-mrr-Nbtj Ire."" <I>Bulletin de l'Institut Français d'Archéologie Orientale </I>95 (1995), pp. 11-21.",1995,1995,Journal Article,FRENCH,11,Bulletin de l'Institut Français d'Archéologie Orientale,
529,"Ancient Egypt, the Aegean, and the Near East, Volume 1, pp. 137-162, ""Old Kingdom Beaded Collars""",Old Kingdom Beaded Collars,"Brovarski, Edward. ""Old Kingdom Beaded Collars."" In Jacke Phillips with Lanny Bell, Bruce B. Williams, James Hoch and Ronald J. Leprohon (eds.) <I>Ancient Egypt, the Aegean, and the Near East. Studies in Honour of Martha Rhoads Bell</I>, Volume 1. San Antonio: Van Siclen Books, 1997, pp. 137162.<BR>",1997,1997,Article,ENGLISH,26,NULL,NULL
530,"Anzeiger der phil.-hist. Klasse der Österreichischen Akademie der Wissenschaften, Jahrgang 1953, Nr. 14, pp. 171-175, ""Mutter und Sohn auf einem Relief des frühen Alten Reiches""",Mutter und Sohn auf einem Relief des fruhen Alten Reiches,"Junker, Hermann. ""Mutter und Sohn auf einem relief des frühen Alten Reiches."" <I>Anzeiger der phil.-hist. Klasse der Österreichischen Akademie der Wissenschaften</I>, Jahrgang 1953, Nr. 14, pp. 171-175.<BR>",1953,1953,Journal Article,GERMAN,5,NULL,Anzeiger der phil.-hist. Klasse der Österreichischen Akademie der Wissenschaften
531,"Bulletin of the Detroit Institute of Arts 51, nos. 2 and 3 (1972), pp. 69-80, ""Offerings for an Old Kingdom Granary Official""",Offerings for an Old Kingdom Granary Official,"Fischer, Henry G. ""Offerings for an Old Kingdom Granary Official."" <EM>Bulletin of the Detroit Institute of Arts</EM> 51, nos. 2 and 3 (1972), pp. 69-80.",1972,1972,Journal Article,ENGLISH,12,Bulletin of the Detroit Institute of Arts,
