ReferenceID,ConstituentID,ConstituentTypeID,Role,DisplayName,DisplayDate,Remarks,AlphaSort,ThumbPathName,ThumbFileName,ArchIDNum
312,2588,3,Individual - Ancient,Isesi,NULL,"King of Dynasty 5. Horus name: [Dd-xaw] Djedkhau; other names: [Dd-kA-ra] Djedkare, [jssj] Isesi",Isesi,NULL,NULL,NULL
312,2819,3,Individual - Ancient,Shepseskaf,NULL,Last king of Dynasty 4. Son of Menkaure. Horus name: [SpsXt] Shepseskhet.,Shepseskaf,NULL,NULL,NULL
312,2820,3,Individual - Ancient,Unas,NULL,Last king of Dynasty 5. Horus name: [wAD-tAwj]; other names: [wnjs] Unis,Unas,NULL,NULL,NULL
312,2895,1,Individual - Modern,J. H. Cole,NULL,"American engineer who surveyed Khufu's pyramid and published the measurements in 1925 in his ""Determination of the Exact Size and Orientation of the Great Pyramid.""","Cole, J. H.",NULL,NULL,NULL
312,3446,2,Publisher,John Rylands Library,NULL,NULL,John Rylands Library,NULL,NULL,NULL
312,3997,3,Individual - Ancient,May,NULL,"Overseer of works under Ramses II, active at Giza in Dynasty 19.",May,NULL,NULL,NULL
312,4083,3,Individual - Ancient,Hinefer,NULL,"Standing statue (Manchester University Museum 4171) inscribed for Hinefer, identified as [jr js] tomb-maker; provenance unknown.  [See Rowe, Bulletin 44.1, p. 105; Petrie, Gizeh and Rifeh, pl. VIIb]",Hinefer,NULL,NULL,NULL
312,4084,3,Individual - Ancient,Nedjem,NULL,"Offering basin (Manchester University Museum 4355) inscribed for Nedjem, identified as [rx nswt sHD qd] royal acquaintance, inspector of builders; provenance unknown.  [See Rowe, Bulletin 44.1, p. 105; Petrie, Gizeh and Rifeh, pl. VIId]",Nedjem,NULL,NULL,NULL
313,466,1,Author,(Karl) Richard Lepsius,"German, 1810–1884",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,"Lepsius, Karl Richard",NULL,NULL,NULL
313,2950,2,Publisher,J.C. Hinrichs'sche Buchhandlung,NULL,NULL,J.C. Hinrichs'sche Buchhandlung,NULL,NULL,NULL
314,466,1,Author,(Karl) Richard Lepsius,"German, 1810–1884",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,"Lepsius, Karl Richard",NULL,NULL,NULL
314,3447,2,Publisher,Nicolaische Buchhandlung,NULL,NULL,Nicolaische Buchhandlung,NULL,NULL,NULL
315,466,1,Author,(Karl) Richard Lepsius,"German, 1810–1884",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,"Lepsius, Karl Richard",NULL,NULL,NULL
315,3447,2,Publisher,Nicolaische Buchhandlung,NULL,NULL,Nicolaische Buchhandlung,NULL,NULL,NULL
316,466,1,Author,(Karl) Richard Lepsius,"German, 1810–1884",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,"Lepsius, Karl Richard",NULL,NULL,NULL
316,3447,2,Publisher,Nicolaische Buchhandlung,NULL,NULL,Nicolaische Buchhandlung,NULL,NULL,NULL
317,466,1,Author,(Karl) Richard Lepsius,"German, 1810–1884",Egyptologist.  Nationality and life dates from Who was Who in Egyptology.,"Lepsius, Karl Richard",NULL,NULL,NULL
317,2950,2,Publisher,J.C. Hinrichs'sche Buchhandlung,NULL,NULL,J.C. Hinrichs'sche Buchhandlung,NULL,NULL,NULL
320,24,3,Individual - Ancient,Ankh-haf (G 7510),NULL,"Owner of G 7510. Husband of Hetepheres. ",Ankh-haf,NULL,NULL,NULL
320,68,3,Individual - Ancient,Henutsen (G I-c),NULL,Wife of Khufu.,Henutsen,NULL,NULL,NULL
320,202,3,Individual - Ancient,Khufu,NULL,"Second king of Dynasty 4, son of Snefru. Builder of the Great Pyramid at Giza, the only one of the Seven Wonders of the Ancient World still standing. Known two thousand years later by the Greeks as King Cheops. Horus name: [mDdw] Medjedu. Full birth-name: Khnum-Khufu.",Khufu,https://nrs.harvard.edu,urn-3:FHCL:41392423?width=170&height=170,478128242
320,230,3,Individual - Ancient,Menkaure,NULL,Fifth king of Dynasty 4. Son of Khafre. Husband of Khamerernebti II. Builder of the Third Pyramid at Giza. Known two thousand years later by the Greeks as King Mycerinus.,Menkaure,https://nrs.harvard.edu,urn-3:FHCL:40666440?width=170&height=170,471613417
320,296,3,Individual - Ancient,Nefretkau (G 7130-7140),NULL,Wife of Khafkhufu I.  She is buried in G 7130.,Nefretkau,NULL,NULL,NULL
320,407,3,Individual - Ancient,Snefru,NULL,First king of Dynasty 4. Father of Khufu.,Snefru,NULL,NULL,NULL
320,461,1,Individual - Modern,Hermann Junker,"German, 1877–1962","Egyptologist, Director of German-Austrian expedition to Giza, 1911–1929. Published 12 volumes of final excavation reports from Giza expedition. Nationality and life dates from Who was Who in Egyptology.","Junker, Hermann Josef Bartholomäus",https://nrs.harvard.edu,urn-3:FHCL:38024769?width=170&height=170,460502665
320,737,3,Individual - Ancient,Nefretkau (G 7050),NULL,Probably Daughter of Snefru Probably Mother of Nefermaat (G 7060),Nefretkau,NULL,NULL,NULL
320,738,3,Individual - Ancient,Nefermaat (G 7060),NULL,Son of Nefertkau.,Nefermaat,NULL,NULL,NULL
320,756,3,Individual - Ancient,Khafre,NULL,"Fourth king of Dynasty 4. Son of Khufu. Builder of the Second Pyramid at Giza and probably of the Great Sphinx as well. Known two thousand years later by the Greeks as King Khephren.  A number of diorite and greywacke statues and statue fragments depicting the king have been discovered in Khafre's valley temple, including Cairo CG 9-17. The fragmentary head of an alabaster royal statue (MFA 21.351 + MFA 33.1113) is attributed to Khafre.",Khafre,https://nrs.harvard.edu,urn-3:FHCL:40666428?width=170&height=170,471613399
320,1104,1,Individual - Modern,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.","Reisner, George Andrew",https://nrs.harvard.edu,urn-3:FHCL:37961946?width=170&height=170,460356231
320,1256,3,Individual - Ancient,Khufukhaf [I] (G 7130-7140),NULL,Son of Khufu and probably Henutsen.  He is buried in G 7140.,Khufukhaf [I],NULL,NULL,NULL
320,1905,3,Individual - Ancient,Snefrukhaf (G 7070),NULL,Son of Nefermaat and grandson of Nefertkaw,Snefrukhaf,NULL,NULL,NULL
320,2923,1,Editor,M. Eldamaty,NULL,NULL,"Eldamaty, M.",NULL,NULL,NULL
320,2924,1,Editor,M. Trad,NULL,NULL,"Trad, M.",NULL,NULL,NULL
320,2966,2,Publisher,Supreme Council of Antiquities,NULL,"Active until 2011; for current organization, see Ministry of State for Antiquities.",Supreme Council of Antiquities,NULL,NULL,NULL
320,3169,1,Author,Laurel Flentye,American,NULL,"Flentye, Laurel",NULL,NULL,NULL
320,3966,3,Individual - Ancient,Nefretka (in G 7130-7140),NULL,"Daughter of Khufukaf [I] (owner of G 7130-7140); appears as small girl behind her father on north inner jamb of chapel, identified as [sAt nswt]. Possibly also on south inner jamb, unlabeled.",Nefretka,NULL,NULL,NULL
326,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
326,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
327,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
327,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
328,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
328,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
329,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
329,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
330,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
330,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
331,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
331,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
332,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
332,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
333,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
333,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
334,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
334,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
335,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
335,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
336,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
336,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
337,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
337,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
338,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
338,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
339,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
339,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
341,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
341,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
342,2570,1,Author,Mark Lehner,American,Director of Ancient Egypt Research Associates (AERA) and Giza Plateau Mapping Project (GPMP).,"Lehner, Mark Dr.",NULL,NULL,NULL
342,3453,2,Publisher,Ancient Egypt Research Associates,NULL,NULL,Ancient Egypt Research Associates,NULL,NULL,NULL
344,922,1,Individual - Modern,Alexander Floroff,NULL,Surveyor for expedition.,"Floroff, Alexander",https://nrs.harvard.edu,urn-3:FHCL:37832688?width=170&height=170,459996708
344,1104,1,Author,George Andrew Reisner,"American, 1867–1942","Egyptologist, archaeologist; Referred to as ""the doctor"" and ""mudir"" (Arabic for ""director"") in the excavation records.  Nationality and life dates from Who was Who in Egyptology.","Reisner, George Andrew",https://nrs.harvard.edu,urn-3:FHCL:37961946?width=170&height=170,460356231
344,1345,1,Individual - Modern,Evelyn Esther Perkins,British,Secretary to George Reisner,"Perkins, Evelyn Esther",https://nrs.harvard.edu,urn-3:FHCL:37819784?width=170&height=170,459918827
344,1354,1,Individual - Modern,Miss Mary Reisner,"American, 1902–1963",Daughter of George and Mary Reisner,"Reisner, Mary",https://nrs.harvard.edu,urn-3:FHCL:37831995?width=170&height=170,459995880
344,1425,1,Individual - Modern,Joseph Lindon Smith,"American, 1863–1950",Artist /expedition painter and copyist; Daughters Rachael and Frances also painted.  Nationality and life dates from Who was Who in Egyptology.,"Smith, Joseph Lindon",https://nrs.harvard.edu,urn-3:FHCL:37831773?width=170&height=170,459995547
344,1426,1,Individual - Modern,Corinna Lindon Smith,"American, 1876–1965",NULL,"Smith, Corinna Lindon",NULL,NULL,NULL
344,1497,1,Individual - Modern,Cecil Mallaby Firth,"British, 1878–1931",Egyptologist; husband of Winifred Nest Firth.  Nationality and life dates from Who was Who in Egyptology.,"Firth, Cecil Mallaby",https://nrs.harvard.edu,urn-3:FHCL:37834596?width=170&height=170,459998139
344,1567,1,Individual - Modern,Hansmartin Handrick,NULL,NULL,"Handrick, Hansmartin",https://nrs.harvard.edu,urn-3:FHCL:38024857?width=170&height=170,460502797
344,1587,1,Individual - Modern,James Edward Quibell,"British, 1867–1935",Egyptologist; husband of Annie Abernethie.  Nationality and life dates from Who was Who in Egyptology.,"Quibell, James Edward",NULL,NULL,NULL
344,1638,1,Individual - Modern,Pierre Lucien Lacau,"French, 1873–1963","Egyptologist.  Nationality and life dates from Who was Who in Egyptology.  (1873-1963) French Egyptologist; born at Brie-Comte-Robert, 25 Nov. 1873, son of Louis Clément L., an architect, and Lucie AdéIe Belin; he at first entered the Ecole Normale intending to take up geology and studied Natural Science at the Sorbonne; he then turned to philosophy taking his degree in this sub- ject 1897, but studying oriental languages simultaneously; he learnt Hebrew and wrote an article on a text in this language in the Revue d'Assyriologie when he was only twenty-one; the influence of Maspero (q.v.) led him to study Coptic and Egyptian and he joined the lnstitut Français at his suggestion and began work for the Cairo general catalogue; he arrived in Egypt in 1899 and in 1901 published his first article on an Egyptian subject, Textes de I'Ancien Testament en copte sahidique, in the Rec Trav, his first volume for the Catalogue on the coffins in the museum in Cairo followed in1906;in this work he not only revealed his philological knowledge in transcribing the texts, but also noted most carefully all the constructional details and provided useful diagrams as illustration; this work led him to become interested in religious texts and he published a series of articles on the Coffin Texts in Rec Trav, 26-37, which was of great importance before the appearance of the comprehensive work of de Buck (q.v.); he also wrote a number of articles on Egyptian grammar at this period; in 1912 Lacau was appointed Director of the IFAO in Cairo and the following year was elected a member of the lnstitut Egyptien; on 7 Oct. 1914 he was appointed Director of the Antiquities Service but delayed his departure to Egypt for war service until sept. 1915 when he was sent back to Egypt so that he could arrange a proper administration for the Antiquities Service throughout the war period; this done he returned to France, 1916, after delegating his work to the Secretary-General G. Daressy (q.v.); he returned to Egypt in 1917 and resumed his duties; in 1919 he married Anne-Marie Bernard, daughter of the Geography Professor at the Sorbonne, and was made Director of the Institut Français; he was made a correspondant of the Acad. des Inscriptions et Belles-Lettres, 1923; in the period after the war Lacau issued directives for the partial uncovering of the funerary temples and their dependant buildings at Saqqara, and for the study of the Memphite tombs both architecturally and functionally, and for essential restoration and consolidation work to be carried out at Karnak; sondages were also to be made with a view to making possible the publication of all the completed parts; at the time of the discovery of the Tomb of Tutankhamun Lacau insisted on all the finds being retained in Egypt and secured the entire collection for Cairo Museum; he returned to France in 1936, and succeeded Moret (q.v.) in his chair in Paris 1938; in 1939 he became a Member of the Acad. des Inscriptions et Belles- Lettres; after the war he paid three further visits to Egypt, 1950-4, and died in Paris, 27 March 1963; his principal works were, Sarcophages antérieurs au Nouvel Empire, 2 vols. 1904- 6; Fragments d'apocryphes coptes, 1904; Textes coptes en dialectes akhmimique et sahidique, 1908; Textes religieux égyptiens, I pt. 1910; Stéles du Nauvel Empire, 2 vols. 1909,1926, for Cairo Cat.; Une stéle juridique de Karnak, 1949-, Sur  le systéme hiéroglyphique, 1954; Une chapelle, de Sésostris ler à Karnak, with H. Chevrier, 1956; La Pyramide ? degrés, tom. 4. Inscriptions gravées sur les vases, with J. P. Lauer, 2 pts., 1959, 1961; Une chapelle d'Hatshebsout à Kamak, with H. Chevrier, 2nds, 1977, 1979.  ASAE 59 (1966), 33-52 (portr.) (J. P. Lauer); Annuaire du Collége de France 63 (1963), 39- 41 (M. Bataillon); AfO 21 (1966), 272-3 (J. Leclant); BIFA062 (1964), 231-5 (F. Daumas); Chron. D' Eg. 38 (1966), 244-6 (B. van de Walle); CRAIBL1963, 1964, 105-11 (P. Montet); Rev. Arch. 1963, ii, 55-8 (Ch. Picard); Rev. d'Eg. 15 (1963), 7-10 (portr.) (J. Sainte Fare Garnot); Rev. del'Histoire des Religions, cxliv, no. 444 (1963),128-31 (J. Sainte Fare Garnot).","Lacau, Pierre Lucien",https://nrs.harvard.edu,urn-3:FHCL:37946587?width=170&height=170,460313678
344,1689,1,Individual - Modern,William Stevenson Smith,"American, 1907–1969","Egyptologist; Curator, Museum of Fine Arts, Boston.  Nationality and life dates from Who was Who in Egyptology.","Smith, William Stevenson",https://nrs.harvard.edu,urn-3:FHCL:37832677?width=170&height=170,459996699
344,1704,1,Individual - Modern,Mrs. Mary Reisner,American,"Wife of Dr. George Reisner, mother of Miss Mary Reisner.","Reisner, Mary",https://nrs.harvard.edu,urn-3:FHCL:38024861?width=170&height=170,460502803
344,2127,1,Individual - Modern,Mahmoud Said Ahmed [Diraz],NULL,"Diary translator. Son of Said Ahmed Said [Diraz] (Head Reis 1908-1926). Brother of Mohammed Said Ahmed (Head Reis 1936-1939). Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.","Diraz, Mahmoud Said Ahmed",https://nrs.harvard.edu,urn-3:FHCL:37831793?width=170&height=170,459995577
344,2128,1,Individual - Modern,Mohammed Said Ahmed [Diraz] (Reis),NULL,"Head Reis for the Harvard-MFA expedition, 1936–1939. Son of Said Ahmed Said [Diraz] (Head Reis 1908-1926) and brother of Mahmoud Said Ahmed [Diraz] (Translator) and Ahmed Said Ahmed [Diraz]. Family name, Diraz, was supplied by Said Ahmed Said's grandsons in 2006.","Diraz, Mohammed Said Ahmed",https://nrs.harvard.edu,urn-3:FHCL:38024857?width=170&height=170,460502797
344,2582,2,Publisher,"Museum of Fine Arts, Boston",NULL,NULL,"Museum of Fine Arts, Boston",NULL,NULL,NULL
345,2582,2,Publisher,"Museum of Fine Arts, Boston",NULL,NULL,"Museum of Fine Arts, Boston",NULL,NULL,NULL
346,1425,1,Individual - Modern,Joseph Lindon Smith,"American, 1863–1950",Artist /expedition painter and copyist; Daughters Rachael and Frances also painted.  Nationality and life dates from Who was Who in Egyptology.,"Smith, Joseph Lindon",https://nrs.harvard.edu,urn-3:FHCL:37831773?width=170&height=170,459995547
346,2582,2,Publisher,"Museum of Fine Arts, Boston",NULL,NULL,"Museum of Fine Arts, Boston",NULL,NULL,NULL
347,47,3,Individual - Ancient,Gefi (in G 7101),NULL,"Wife ([Hmt=f mrt=f] his beloved wife) of Qar (owner of G 7101). Appears in chapel relief, court C (west wall); in situ in G 7101.",Gefi,https://nrs.harvard.edu,urn-3:FHCL:37742358?width=170&height=170,459676746
347,92,3,Individual - Ancient,Idu (G 7102),NULL,"Owner of G 7102. Appears multiple times in tomb decoration (chapel relief, architrave, door jambs, statuary), identified variously as [jmj-r Hwt wrt jmj-r sSw mrt xntj-S mnnfr-ppj Xrj tp nswt] overseer of the great chapel, overseer of scribes of the meret-serfs, palace attendant of (the pyramid-town) Mennefer-Pepi, he who is at the head of the king; in situ in G 7102.  Possibly same individual as Idu (in G 7101), son of Qar (owner of G 7101).  The relationship between Qar and Idu is difficult to determine; it seems certain that they are father and son, but it is not clear which is which since they each have a son named after the other (i.e. Qar has a son named Idu, Idu has a son named Qar). Qar (G 7101) has a sister named Bendjyt who may be identical to Bendjet, a daughter of Idu (G 7102), in which case Idu would be the father of Qar, but this is not at all certain.",Idu,NULL,NULL,NULL
347,353,3,Individual - Ancient,Qar (G 7101),NULL,"Owner of G 7101. Appears multiple times in tomb decoration (chapel relief, architrave, door jambs, pillar), identified variously as [jmj-r kAt nbt xntj-S mnnfr-mrjjra Xrj tp nswt sS a nswt xft-Hr mAa] overseer of all works, palace attendant of (the pyramid-town) Mennefer-Meryre (Pepi I), he who is at the head of the king, true royal document scribe in the presence; in situ in G 7102.  Possibly same individual as Qar (in G 7102), son of Idu (owner of G 7102).   The relationship between Qar and Idu is difficult to determine; it seems certain that they are father and son, but it is not clear which is which since they each have a son named after the other (i.e. Qar has a son named Idu, Idu has a son named Qar). Qar (G 7101) has a sister named Bendjyt who may be identical to Bendjet, a daughter of Idu (G 7102), in which case Idu would be the father of Qar, but this is not at all certain.",Qar,NULL,NULL,NULL
347,608,3,Individual - Ancient,Khnumenti (G 2374),NULL,"Owner of G 2374 (possibly buried in sloping-passage shaft G 2385 A). Son ([sA=f n Xt=f] son of his body) of Senedjemib Inti (owner of G 2370); father of Merptahankh-meryre Nekhebu (?) (owner of G 2381, buried in sloping-passage shaft G 2382 A). False door inscribed for Khnumenti, identified as [smr watj mdw rxjjt jwn-knmwt jmj-r wabtj jmj-r prwj nbw Hrj-sStA n nswt jmj-r Snwtj mrj nb=f m tAwj=f jmj-jb nswt m kAt=f nbt jmj-r prwj-HD] sole companion, staff of the commoners, iun-kenmut priest, overseer of the two wabets, overseer of the two houses of gold, royal secretary, overseer of the two granaries, beloved of his lord in his Two Lands, he who is in the heart of the king in all his works, overseer of the two treasuries; in situ in G 2374. Chapel architrave inscribed for Khnumenti and appears in chapel relief (facade and through out chapel), identified as [jrj-pat HAtj-a tAjtj sAb TAtj jmj-r kAt nbt nt nswt mDH qd nswt m prwj Xrj-tp nswt Hrj-sStA wDt-mdw nbt nt nswt jmj-jb nswt jmj-r sSw a n nswt jmj-r Hwt-wrt sjsw sHD Hmw-nTr Dd-swt-sA-ra-ttj] hereditary prince, count, chief justice and vizier, overseer of all royal works, royal architect in the two houses, royal chamberlain, secretary of every royal decree, he who is in the heart of the king, overseer of royal document scribes, overseer of the six great law-courts, inspector of priests of the pyramid of Teti; some blocks in situ, others found loose in G 2374.   Also appears in chapel relief in tomb of his father Senedjemib Inti (owner of G 2370), first antechamber (= room II, west wall, standing behind his father [bottom register]); this scene now almost completely destroyed (only lowest register still in situ in G 2370), but was drawn in its entirety by Lepsius. Khnumenti likely also appeared in lowest registers of south and/or north walls of offering room (= room IV), but inscriptions are illegible.",Khnumenti,https://nrs.harvard.edu,urn-3:FHCL:37705143?width=170&height=170,459587160
347,611,3,Individual - Ancient,Merptahankh-meryre Nekhebu (G 2381),NULL,"Owner of G 2381, buried in sloping-passage shaft G 2382 A. Son of Khnumenti (?) (owner of G 2374). Father of Merptahankh-meryre Ptahshepses Impy, Sabuptah Ibebi, and Tjemat; Nekhebu identified variously as [jmj-r kAt jmj-r kAt nbt nt nswt jmj-r wpwt nswt mnnfr-mrjra ppj jmj-r xntjw-S mnnfr-mrjra ppj jmj-r qdw aA dwAw mtj n sA mDH nswt mDH nswt qdw mDH nswt qdw m prwj Hrj-sStA n wabtj xrp SnDt nbt Xrj-Hb Xrj-Hb Hrj-tp Xrj-tp nswt sm smr watj smsw snwt sHD qdw Sps nswt qdw n aSAt qdw m prwj kAwtj] overseer of works, overseer of all royal works, overseer of royal commissions of the pyramid of Pepi I, overseer of palace attendants of the pyramid of Pepi I, overseer of builders, assistant of (the god) Duau, regulator of a phyle, royal carpenter, royal architect, royal architect in the two houses, secretary of the two wabets, director of every kilt, lector-priest, chief lector-priest, royal chamberlain, sem-priest, sole companion, elder of the snwt-house, inspector of builders, noble of the king, ordinary builder, builder in the two houses, workman.  Appears in chapel relief and wall paintings:  1) relief scene (13-3-545 = MFA 13.4335) probably from lintel depicting six standing figures (three facing right, three facing left) of Nekhebu holding staff and scepter with columns of hieroglyphic text between figures identifying Nekhebu with his names, titles, and honorific epithets;  2) painted scene (13-1-546 = MFA 13.4339) of at least three registers depicting Nekhebu striding to right with name and titles in black in front of each figure;  3) autobiographical inscription of Nekhebu (13-1-547 = MFA 13.4331) with eight vertical columns and one horizontal line of text above seated figure of Nekhebu (facing left);  4) autobiographical inscription of Nekhebu (13-1-548 = MFA 13.5969 + Cairo JE 44608) with ten vertical columns and one horizontal line of text above seated figure of Nekhebu (facing right);  5) relief scene (13-1-549 = MFA 13.4331 + possibly one fragment from 13-1-558a = MFA 13.5975) from wall adjoining autobiographical inscription (13-1-547) depicting Nekhebu spear fishing in marsh;  6) relief scene (13-1-550 = MFA 13.4351) depicting figure of Nekhebu (facing right, only top of head preserved) with five vertical columns of inscription (above) and offering list (in front);  7) two door jambs (13-1-551: left jamb = MFA 13.4348; right jamb = MFA 13.4349) depicting standing figures of Nekhebu with accompanying inscription;  8) relief scene (13-1-553 + 13-1-556j + 13-1-558i = MFA 13.5834) depicting aging Nekhebu kneeling in boat in marsh;  9) relief scene (13-1-554 = MFA 13.4349) from section of facade adjoining right door jamb (13-1-551) depicting registers of Nile boats, on one boat in middle register (MFA 13.4349.2) seated figure of Nekhebu faced by his wife Hatkau playing harp;  10) relief scene (13-1-555 = MFA 13.4346 + possibly 13-1-558d = MFA 13.5974) depicting seated figure of Nekhebu (facing right) and three registers of offering bearers (facing left) leading cattle and gazelle;  11) relief scene (13-1-555 + 13-1-556 + 13-1-558o = MFA 13.5830) depicting Nekhebu seated in carrying chair;  12) relief scene (13-1-556d  + 13-1-558j = MFA 13.5934) depicting seated figure of Nekhebu (facing right) and two registers of family members and offering bearers (facing left);  13) relief scene (13-1-556l  + 13-1-558k = MFA 13.5935) depicting seated figure of Nekhebu (facing left) with vertical columns of inscription above;  14) relief scene (13-1-558l = MFA 13.5936) depicting seated figure of Nekhebu (facing right) with vertical columns of inscription above (original position to left of section of facade with ceremonial dancers and offering bearers MFA 13.4348).  Chapel almost completely destroyed with most blocks and fragments of relief and inscription found scattered in Senedjemib Complex court (G 2382).   Fragmentary limestone seated statue (12-12-14 + 12-12-22 = MFA 13.3161a-b) inscribed for Nekhebu, identified as [smr watj mDH qd nswt m prwj] sole companion, royal architect in the two houses; fragments found scattered in Senedjemib Complex court (G 2382).  Fragmentary limestone seated statue (12-11-26) inscribed for Nekhebu, identified as [smr watj mDH qd nswt m prwj] sole companion, royal architect in the two houses; fragments found scattered in G 2370 and Senedjemib Complex court (G 2382).  Fragment of limestone seated statue (12-12-595 = MFA 13.3159) inscribed for Nekhebu, identified as [smr watj mDH qd nswt m prwj] sole companion, royal architect in the two houses; found in debris west of G 2381 A.  Fragmentary incomplete limestone seated statue (12-11-58 + 12-12-176a = MFA 13.3149a-c), preserved fragments uninscribed, attributed to Nekhebu; fragments found scattered in G 2381.  Fragment of limestone seated statue (12-12-9 = MFA 13.3156), preserved fragment uninscribed, attributed to Nekhebu; found in Senedjemib Complex court (G 2382).  Fragment of limestone seated statue (12-12-16 = MFA 13.3154), preserved fragment uninscribed, attributed to Nekhebu; found in G 2381.  Limestone obelisk (12-12-23 = MFA 13.4353 deaccessioned = Memphis 1981.1.5) inscribed for Nekhebu, identified as [jmj-r kAt nbt nt nswt smr watj] overseer of all royal works, sole companion; found in Senedjemib Complex court (G 2382).  Fragments of diorite offering table (12-12-20 = MFA 13.3143a-b) inscribed for Nekhebu; found in Senedjemib Complex court (G 2382).",Merptahankh-meryre Nekhebu,https://nrs.harvard.edu,urn-3:FHCL:38496854?width=170&height=170,462298215
